"SAMPLE_POINT","SAMPLE_DATE","TEST","TEST_METHOD","RESULT","OPERATOR","RESULT_UNITS","STATUS"
"Lake Alexandrina: off Point Sturt",17/12/2008 11:10:00,"sulphur - (total as S)","Acid digest: ICP","70.7","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:10:00,"suspended solids (total inorganic)","Muffle furnace @ 550C (Uni of Adelaide)","59.5","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:10:00,"suspended solids (total)","Total suspended solids dried at 103-105 C","138","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:10:00,"temperature","field test","22.8","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","9.01","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4100","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"Turbidity","Field nephelometer probe (UofA)","55.4","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"irradiance","LI-COR quantum sensor","240.1","=","umol/s/m2",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"pH","Electrometric: Hydrolab minisonde (UoA field test)","8.45","=","pH Units",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"sampling depth","measured from water surface",".25","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:11:00,"temperature","field test","24.1","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.86","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4110","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"Turbidity","Field nephelometer probe (UofA)","53.4","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"irradiance","LI-COR quantum sensor","89.84","=","umol/s/m2",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"pH","Electrometric: Hydrolab minisonde (UoA field test)","8.44","=","pH Units",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"sampling depth","measured from water surface",".5","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:12:00,"temperature","field test","24","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.78","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4110","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"Turbidity","Field nephelometer probe (UofA)","56.8","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"irradiance","LI-COR quantum sensor","28.17","=","umol/s/m2",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"pH","Electrometric: Hydrolab minisonde (UoA field test)","8.45","=","pH Units",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"sampling depth","measured from water surface",".75","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:13:00,"temperature","field test","24","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.79","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4110","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"Turbidity","Field nephelometer probe (UofA)","54.2","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"irradiance","LI-COR quantum sensor","4.42","=","umol/s/m2",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"pH","Electrometric: Hydrolab minisonde (UoA field test)","8.45","=","pH Units",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"sampling depth","measured from water surface","1","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:14:00,"temperature","field test","24","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:15:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.55","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:15:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4150","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:15:00,"Turbidity","Field nephelometer probe (UofA)","89.7","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:15:00,"sampling depth","measured from water surface","1.25","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:15:00,"temperature","field test","24","=","Degrees C",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:16:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.44","=","mg/L",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:16:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4160","=","uS/cm",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:16:00,"Turbidity","Field nephelometer probe (UofA)","136","=","NTU",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:16:00,"sampling depth","measured from water surface","1.5","=","Metres (m)",""
"Lake Alexandrina: off Point Sturt",17/12/2008 11:16:00,"temperature","field test","23.9","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.3","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6190","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","1.58","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"Turbidity","Field nephelometer probe (UofA)","23.1","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"Volatile Suspended Solids","Muffle furnace @ 550C","24.7","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"alkalinity (as CaCO3)","Calculation","186","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"ammonia (as N)","Auto phenate method (field filtered)",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"bathymetric depth","Measured depth to bottom","1.06","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"bicarbonate","potentiometric titration","214","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"carbonate","Potentiometric titration method","6","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","33.4","=","ug/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"nitrogen (total as N)","sum of oxidised N and TKN","1.58","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"organic carbon (dissolved)","Combustion: IR detection (Shimadzu VCSH)","10.4","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"organic carbon (total)","Combustion: NDIR detection (Shimadzu VCSH)","17.6","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction (field filtered sample)",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"pH","Electrometric method (field test)","7.72","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"pH","Electometric method","8.4","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".104","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"sampling depth","measured from water surface","0","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","348","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"sulphur - (total as S)","Acid digest: ICP","107","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"suspended solids (total inorganic)","Muffle furnace @ 550C (Uni of Adelaide)","33.9","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"suspended solids (total)","Total suspended solids dried at 103-105 C","58.5","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:38:00,"temperature","field test","13.3","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.19","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6190","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"Turbidity","Field nephelometer probe (UofA)","18.5","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"pH","Electrometric method (field test)","7.75","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"sampling depth","measured from water surface",".25","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:39:00,"temperature","field test","13.3","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.16","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6200","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"Turbidity","Field nephelometer probe (UofA)","17","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"pH","Electrometric method (field test)","7.89","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"sampling depth","measured from water surface",".5","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:40:00,"temperature","field test","13.3","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.17","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6200","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"Turbidity","Field nephelometer probe (UofA)","20.8","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"pH","Electrometric method (field test)","7.9","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"sampling depth","measured from water surface",".75","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:41:00,"temperature","field test","13.3","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.22","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6200","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"Turbidity","Field nephelometer probe (UofA)","25.2","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"pH","Electrometric method (field test)","7.77","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"sampling depth","measured from water surface","1","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:42:00,"temperature","field test","13.3","=","Degrees C",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","2.89","=","mg/L",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6010","=","uS/cm",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"Turbidity","Field nephelometer probe (UofA)","25.7","=","NTU",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"pH","Electrometric method (field test)","7.23","=","pH Units",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"sampling depth","measured from water surface","1.25","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",04/08/2008 13:43:00,"temperature","field test","13.2","=","Degrees C",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"Acid Neutralising Capacity (as CaCO3)","titration of unfiltered field sample","148","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"Electrical Conductivity (25C)","electrometric (WTW field probe)","9420","=","uS/cm",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"alkalinity (as CaCO3)","Calculation","150","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"alkalinity (as CaCO3)","field titration","126","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"bicarbonate","potentiometric titration","175","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"carbonate","Potentiometric titration method","4","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"pH","Electrometric method (field test)","8.6","=","pH Units",""
"Lake Alexandrina: off Rat Island",18/08/2008 14:10:00,"temperature","field test","13.6","=","Degrees C",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","10.73","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","6292","=","uS/cm",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","1.8","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"Turbidity","Field nephelometer probe (UofA)","110.9","=","NTU",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"Volatile Suspended Solids","Muffle furnace @ 550C","50.5","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"alkalinity (as CaCO3)","Calculation","166","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","2.99","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"ammonia (as N)","Auto phenate method",".006","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"arsenic (inorganic)","Hydride generation: AAS",".001","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"bathymetric depth","Measured depth to bottom","1.1","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"bicarbonate","potentiometric titration","202","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"calcium (soluble)","Filtration (0.45 um): ICP","89.9","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"carbonate","Potentiometric titration method","0","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"chloride","Automated ferricyanide colorimetric method","2680","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","75.2","=","ug/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"iron (soluble)","Filtration (0.45 um): ICP2",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"iron (total)","Acid digest: ICP2","3.78","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"magnesium (soluble)","Filtration (0.45 um): ICP","196","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"manganese (soluble)","Acid digest: ICP-MS (water)",".001","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"manganese (total)","Acid digest: ICP-MS (freshwater)",".082","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"nitrogen (total as N)","sum of oxidised N and TKN","1.8","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"organic carbon (dissolved)","Hot persulphate oxidation","10.4","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"organic carbon (total)","Hot persulphate oxidation","24.2","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"pH","Electrometric method (field test)","9.24","=","pH Units",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"pH","Electometric method","8.2","=","pH Units",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","<","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".143","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"potassium (soluble)","Filtration (0.45 um): ICP","54.4","=","mg/L",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"sampling depth","measured from water surface","0","=","Metres (m)",""
"Lake Alexandrina: off Rat Island",01/09/2008 12:56:00,"sodium (soluble)","Filtration (0.45 um): ICP","1480","=","mg/L",""
